fbref_name,whoscored_name,team,season_id,trgm_similarity,jaro_winkler,token_sort,working_confidence,match_hint
Oussama Tannane,Oussama Tannane,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Loïs Openda,Loïs Openda,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Armando Broja,Armando Broja,Vitesse,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Tomáš Hájek,Tomás Hájek,Vitesse,2020,0.7143,1.0,1.0,1.0,exact_after_normalize
Matúš Bero,Matús Bero,Vitesse,2020,0.6923,1.0,1.0,1.0,exact_after_normalize
Torino Hunte,Torino Hunte,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Giorgos Giakoumakis,Giorgos Giakoumakis,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Roy Gelmi,Roy Gelmi,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jafar Arias,Jafar Arias,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Stan van Dijck,Stan van Dijck,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Arjan Swinkels,Arjan Swinkels,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Simon Janssen,Simon Janssen,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Tristan Dekker,Tristan Dekker,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Christos Donis,Christos Donis,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Yahcuroo Roemer,Yahcuroo Roemer,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Steffen Schäfer,Steffen Schäfer,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Wassim Essanoussi,Wassim Essanoussi,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Guus Hupperts,Guus Hupperts,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Aaron Bastiaans,Aaron Bastiaans,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Vito van Crooij,Vito van Crooij,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Zinédine Machach,Zinédine Machach,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Anastasios Donis,Anastasios Donis,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Meritan Shabani,Meritan Shabani,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Christian Kum,Christian Kum,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lukas Schmitz,Lukas Schmitz,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Leon Guwara,Leon Guwara,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Tobias Pachonik,Tobias Pachonik,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Danny Post,Danny Post,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Thorsten Kirschbaum,Thorsten Kirschbaum,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Evert Linthorst,Evert Linthorst,VVV-Venlo,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Kristopher Da Graca,Kristopher Da Graça,VVV-Venlo,2020,0.7391,1.0,1.0,1.0,exact_after_normalize
Ante Ćorić,Ante Coric,VVV-Venlo,2020,0.375,1.0,1.0,1.0,exact_after_normalize
Sebastian Holmén,Sebastian Holmén,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Vincent Schippers,Vincent Schippers,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Miquel Nelom,Miquel Nelom,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Robbin Ruiter,Robbin Ruiter,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
John Yeboah,John Yeboah,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Paul Gladon,Paul Gladon,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Rick Zuijderwijk,Rick Zuijderwijk,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Victor van den Bogert,Victor van den Bogert,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jasper Dahlhaus,Jasper Dahlhaus,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mats Köhlert,Mats Köhlert,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Derrick Köhn,Derrick Köhn,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Leeroy Owusu,Leeroy Owusu,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jan-Arie van der Heijden,Jan-Arie van der Heijden,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Freek Heerkens,Freek Heerkens,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jorn Brondeel,Jorn Brondeel,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Pol Llonch,Pol Llonch,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Vangelis Pavlidis,Vangelis Pavlidis,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ché Nunnely,Ché Nunnely,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Mike Trésor,Mike Trésor,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Sven van Beek,Sven van Beek,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Arijanet Muric,Arijanet Muric,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Lindon Selahi,Lindon Selahi,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Wesley Spieringhs,Wesley Spieringhs,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Jordens Peters,Jordens Peters,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ole Romeny,Ole Romeny,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Ian Smeulers,Ian Smeulers,Willem II,2020,1.0,1.0,1.0,1.0,exact_after_normalize
Görkem Sağlam,Görkem Saglam,Willem II,2020,0.6471,1.0,1.0,1.0,exact_after_normalize
André Onana,André Onana,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Nicolás Tagliafico,Nicolás Tagliafico,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mohammed Kudus,Mohammed Kudus,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Maarten Stekelenburg,Maarten Stekelenburg,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mohamed Daramy,Mohamed Daramy,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
David Neres,David Neres,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Youri Regeer,Youri Regeer,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Kenneth Taylor,Kenneth Taylor,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Devyne Rensch,Devyne Rensch,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Zakaria Labyad,Zakaria Labyad,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Liam van Gelderen,Liam van Gelderen,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Victor Jensen,Victor Jensen,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Brian Brobbey,Brian Brobbey,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Perr Schuurs,Perr Schuurs,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Danilo,Danilo,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Davy Klaassen,Davy Klaassen,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ryan Gravenberch,Ryan Gravenberch,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Sébastien Haller,Sébastien Haller,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Remko Pasveer,Remko Pasveer,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Edson Álvarez,Edson Álvarez,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jurriën Timber,Jurriën Timber,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Antony,Antony,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Lisandro Martínez,Lisandro Martínez,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Steven Berghuis,Steven Berghuis,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Noussair Mazraoui,Noussair Mazraoui,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Daley Blind,Daley Blind,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Anass Salah-Eddine,Anass Salah-Eddine,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jay Gorter,Jay Gorter,Ajax,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Dušan Tadić,Dusan Tadic,Ajax,2021,0.4118,1.0,1.0,1.0,exact_after_normalize
Aslak Witry,Aslak Witry,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Teun Koopmeiners,Teun Koopmeiners,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Yusuf Barasi,Yusuf Barasi,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Zico Buurmeester,Zico Buurmeester,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Maxim Dekker,Maxim Dekker,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Milos Kerkez,Milos Kerkez,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Hobie Verhulst,Hobie Verhulst,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Fredrik Midtsjø,Fredrik Midtsjø,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Yukinari Sugawara,Yukinari Sugawara,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Thijs Oosting,Thijs Oosting,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Zakaria Aboukhlal,Zakaria Aboukhlal,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Timo Letschert,Timo Letschert,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jesper Karlsson,Jesper Karlsson,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Vangelis Pavlidis,Vangelis Pavlidis,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Håkon Evjen,Håkon Evjen,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Beukema,Sam Beukema,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Kamal Sowah,Kamal Sowah,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Peer Koopmeiners,Peer Koopmeiners,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Tijjani Reijnders,Tijjani Reijnders,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mohamed Taabouni,Mohamed Taabouni,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Bruno Martins Indi,Bruno Martins Indi,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Pantelis Hatzidiakos,Pantelis Hatzidiakos,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy Clasie,Jordy Clasie,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Dani de Wit,Dani de Wit,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ernest Poku,Ernest Poku,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Myron van Brederode,Myron van Brederode,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Owen Wijndal,Owen Wijndal,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jelle Duin,Jelle Duin,AZ Alkmaar,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Tom Boere,Tom Boere,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Doodeman,Nick Doodeman,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Pieter Bos,Pieter Bos,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Rier,Thomas Rier,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Sam Hendriks,Sam Hendriks,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Filip Krastev,Filip Krastev,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Patrick Joosten,Patrick Joosten,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Milan Smit,Milan Smit,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jhondly van der Meer,Jhondly van der Meer,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Sonny Stevens,Sonny Stevens,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
David Sambissa,David Sambissa,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jamie Jacobs,Jamie Jacobs,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Erik Schouten,Erik Schouten,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Marco Tol,Marco Tol,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Robin Maulun,Robin Maulun,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Issa Kallon,Issa Kallon,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Calvin Mac-Intosch,Calvin Mac-Intosch,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mees Hoedemakers,Mees Hoedemakers,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Alex Bangura,Alex Bangura,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Doke Schmidt,Doke Schmidt,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Michael Breij,Michael Breij,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Tamás Kiss,Tamás Kiss,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Maxim Gullit,Maxim Gullit,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jasper Ter Heide,Jasper ter Heide,Cambuur,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Roberts Uldriķis,Roberts Uldrikis,Cambuur,2021,0.7,1.0,1.0,1.0,exact_after_normalize
Tyrell Malacia,Tyrell Malacia,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Luis Sinisterra,Luis Sinisterra,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Marcus Pedersen,Marcus Pedersen,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Fredrik Aursnes,Fredrik Aursnes,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Patrik Wålemark,Patrik Wålemark,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ofir Marciano,Ofir Marciano,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Wouter Burger,Wouter Burger,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Naoufal Bannis,Naoufal Bannis,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Orkun Kökçü,Orkun Kökçü,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Dermane Karim,Dermane Karim,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Leroy Fer,Leroy Fer,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ridgeciano Haps,Ridgeciano Haps,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Philippe Sandler,Philippe Sandler,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Marcos Senesi,Marcos Senesi,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Guus Til,Guus Til,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Reiss Nelson,Reiss Nelson,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Denzel Hall,Denzel Hall,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jorrit Hendrix,Jorrit Hendrix,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jens Toornstra,Jens Toornstra,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Cole Bassett,Cole Bassett,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Alireza Jahanbakhsh,Alireza Jahanbakhsh,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mark Diemers,Mark Diemers,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Cyriel Dessers,Cyriel Dessers,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Justin Bijlow,Justin Bijlow,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Gernot Trauner,Gernot Trauner,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Bryan Linssen,Bryan Linssen,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Lutsharel Geertruida,Lutsharel Geertruida,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ramon Hendriks,Ramon Hendriks,Feyenoord,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Róbert Boženík,Róbert Bozeník,Feyenoord,2021,0.6667,1.0,1.0,1.0,exact_after_normalize
Paul Gladon,Paul Gladon,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Arianit Ferati,Arianit Ferati,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Andreas Samaris,Andreas Samaris,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Nigel Lonwijk,Nigel Lonwijk,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Richie Musaba,Richie Musaba,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Toshio Lake,Toshio Lake,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Michael Verrips,Michael Verrips,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Bassala Sambou,Bassala Sambou,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Tijjani Noslin,Tijjani Noslin,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Martin Angha,Martin Angha,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ben Rienstra,Ben Rienstra,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Roel Janssen,Roel Janssen,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Samy Baghdadi,Samy Baghdadi,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Charlison Benschop,Charlison Benschop,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Lisandro Semedo,Lisandro Semedo,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mickaël Tirpan,Mickaël Tirpan,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mats Seuntjens,Mats Seuntjens,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jordan Botaka,Jordan Botaka,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Zian Flemming,Zian Flemming,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Emil Hansson,Emil Hansson,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
George Cox,George Cox,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Tesfaldet Tekie,Tesfaldet Tekie,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Thibaud Verlinden,Thibaud Verlinden,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ivo Pinto,Ivo Pinto,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Deroy Duarte,Deroy Duarte,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Yanick van Osch,Yanick van Osch,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ryan Johansson,Ryan Johansson,Fortuna Sittard,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Evert Linthorst,Evert Linthorst,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Frank Ross,Frank Ross,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ogechika Heil,Ogechika Heil,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Isac Lidberg,Isac Lidberg,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Boyd Lucassen,Boyd Lucassen,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Warner Hahn,Warner Hahn,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Bas Kuipers,Bas Kuipers,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Iñigo Córdoba,Iñigo Córdoba,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Luuk Brouwers,Luuk Brouwers,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Justin Bakker,Justin Bakker,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Martijn Berden,Martijn Berden,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Aventis Aventisian,Aventis Aventisian,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jacob Mulenga,Jacob Mulenga,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Gerrit Nauber,Gerrit Nauber,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Zakaria Eddahchouri,Zakaria Eddahchouri,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Yacine Bourhane,Yacine Bourhane,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Marc Cardona,Marc Cardona,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Cuco Martina,Cuco Martina,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ragnar Oratmangoen,Ragnar Oratmangoen,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jay Idzes,Jay Idzes,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Philippe Rommens,Philippe Rommens,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mats Deijl,Mats Deijl,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Joris Kramer,Joris Kramer,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Andries Noppert,Andries Noppert,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Turan Tuzlacik,Turan Tuzlacik,Go Ahead Eagles,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ali Akman,Ali Akman,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Calvin Verdonk,Calvin Verdonk,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ibrahim Cissoko,Ibrahim Cissoko,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Javier Vet,Javier Vet,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ilias Bronkhorst,Ilias Bronkhorst,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jordy Bruijn,Jordy Bruijn,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mikkel Duelund,Mikkel Duelund,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mattijs Branderhorst,Mattijs Branderhorst,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Dirk Proper,Dirk Proper,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Mathias De Wolf,Mathias De Wolf,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Iván Márquez,Iván Márquez,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Rodrigo Guth,Rodrigo Guth,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Souffian El Karouani,Souffian El Karouani,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Bart van Rooij,Bart van Rooij,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Jonathan Okita,Jonathan Okita,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Rens van Eijden,Rens van Eijden,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Lasse Schöne,Lasse Schöne,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Magnus Mattsson,Magnus Mattsson,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Elayis Tavsan,Elayis Tavsan,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Thomas Beekman,Thomas Beekman,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ole Romeny,Ole Romeny,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Wilfried Bony,Wilfried Bony,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Cas Odenthal,Cas Odenthal,NEC Nijmegen,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Édgar Barreto,Edgar Barreto,NEC Nijmegen,2021,0.6471,1.0,1.0,1.0,exact_after_normalize
Jenson Seelt,Jenson Seelt,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Nick Viergever,Nick Viergever,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Ritsu Doan,Ritsu Doan,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Eran Zahavi,Eran Zahavi,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Cody Gakpo,Cody Gakpo,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Bruma,Bruma,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Noni Madueke,Noni Madueke,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Marco van Ginkel,Marco van Ginkel,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Joey Veerman,Joey Veerman,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
Davy Pröpper,Davy Pröpper,PSV,2021,1.0,1.0,1.0,1.0,exact_after_normalize
